Home Team,Away Team,Score,Half Time Score,Match Excitement,Home Team Rating,Away Team Rating,Home Team Possession %,Away Team Possession %,Home Team Off Target Shots,Home Team On Target Shots,Home Team Total Shots,Home Team Blocked Shots,Home Team Corners,Home Team Throw Ins,Home Team Pass Success %,Home Team Aerials Won,Home Team Clearances,Home Team Fouls,Home Team Yellow Cards,Home Team Second Yellow Cards,Home Team Red Cards,Away Team Off Target Shots,Away Team On Target Shots,Away Team Total Shots,Away Team Blocked Shots,Away Team Corners,Away Team Throw Ins,Away Team Pass Success %,Away Team Aerials Won,Away Team Clearances,Away Team Fouls,Away Team Yellow Cards,Away Team Second Yellow Cards,Away Team Red Cards
OSASUNA,EIBAR,0-0,0-0,1.9,5.5,6.0,48,52,4.0,2.0,6.0,0.0,6.0,34.0,57.0,33.0,22.0,15.0,4.0,0.0,0.0,8.0,0.0,12.0,4.0,6.0,31.0,59.0,41.0,20.0,12.0,4.0,0.0,0.0
REAL MADRID,VALLADOLID,1-1,0-0,5.7,6.3,6.3,66,34,18.0,4.0,22.0,0.0,4.0,15.0,91.0,13.0,7.0,12.0,2.0,0.0,0.0,4.0,2.0,9.0,3.0,3.0,10.0,77.0,10.0,15.0,11.0,2.0,0.0,0.0
GETAFE,ATHLETIC,1-1,1-1,3.4,5.8,6.0,47,53,4.0,2.0,6.0,0.0,4.0,32.0,55.0,24.0,17.0,15.0,2.0,0.0,0.0,1.0,2.0,4.0,1.0,6.0,27.0,62.0,45.0,27.0,11.0,1.0,0.0,0.0
CELTA,VALENCIA,1-0,1-0,4.3,6.8,5.2,55,45,1.0,6.0,11.0,4.0,6.0,17.0,85.0,17.0,17.0,8.0,1.0,0.0,0.0,5.0,1.0,9.0,3.0,4.0,20.0,82.0,13.0,13.0,12.0,2.0,0.0,0.0
MALLORCA,REAL SOCIEDAD,0-1,0-0,4.3,5.8,7.0,35,65,5.0,4.0,12.0,3.0,5.0,27.0,75.0,18.0,14.0,16.0,1.0,0.0,0.0,4.0,4.0,12.0,4.0,5.0,20.0,86.0,13.0,23.0,12.0,2.0,0.0,0.0
ALAVÉS,ESPANYOL,0-0,0-0,2.0,6.5,6.5,35,65,7.0,2.0,10.0,1.0,3.0,32.0,77.0,13.0,19.0,13.0,3.0,0.0,0.0,3.0,1.0,5.0,1.0,5.0,23.0,84.0,14.0,20.0,10.0,1.0,0.0,0.0
LEGANÉS,ATLETICO MADRID,0-1,0-0,4.0,6.0,6.2,42,58,4.0,3.0,10.0,3.0,9.0,15.0,71.0,24.0,15.0,12.0,4.0,0.0,0.0,2.0,4.0,6.0,1.0,4.0,19.0,80.0,28.0,26.0,13.0,5.0,0.0,0.0
BARCELONA,REAL BETIS,5-2,1-1,7.4,8.4,5.3,70,30,4.0,7.0,20.0,9.0,11.0,17.0,91.0,7.0,2.0,14.0,1.0,0.0,0.0,0.0,3.0,4.0,1.0,0.0,10.0,78.0,6.0,16.0,12.0,1.0,0.0,0.0
SEVILLA FC,CELTA,1-1,0-0,4.6,6.6,6.2,63,37,10.0,5.0,19.0,4.0,9.0,23.0,88.0,17.0,6.0,16.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,15.0,82.0,12.0,25.0,9.0,2.0,0.0,0.0
ATHLETIC,REAL SOCIEDAD,2-0,2-0,3.8,6.8,5.4,39,61,8.0,5.0,15.0,2.0,3.0,22.0,72.0,12.0,8.0,17.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,28.0,80.0,29.0,15.0,17.0,2.0,0.0,0.0
OSASUNA,BARCELONA,2-2,1-0,7.4,6.3,6.1,25,75,6.0,5.0,15.0,4.0,3.0,24.0,63.0,20.0,15.0,16.0,3.0,0.0,0.0,1.0,4.0,8.0,3.0,2.0,26.0,87.0,19.0,15.0,9.0,4.0,0.0,0.0
GETAFE,ALAVÉS,1-1,1-1,3.7,5.9,5.9,61,39,7.0,1.0,15.0,7.0,4.0,30.0,71.0,27.0,9.0,11.0,3.0,0.0,0.0,2.0,1.0,5.0,2.0,2.0,20.0,58.0,30.0,28.0,17.0,1.0,0.0,0.0
LEVANTE,VALLADOLID,2-0,0-0,5.1,6.5,5.4,51,49,9.0,3.0,16.0,4.0,6.0,21.0,77.0,14.0,9.0,9.0,2.0,0.0,0.0,9.0,4.0,15.0,2.0,6.0,21.0,76.0,16.0,22.0,10.0,2.0,0.0,0.0
REAL BETIS,LEGANÉS,2-1,0-0,7.1,6.1,5.4,68,32,8.0,5.0,17.0,4.0,11.0,25.0,84.0,20.0,21.0,14.0,4.0,0.0,0.0,6.0,7.0,19.0,6.0,8.0,14.0,66.0,10.0,22.0,15.0,2.0,0.0,0.0
VALENCIA,MALLORCA,2-0,1-0,4.6,7.4,5.1,51,49,2.0,4.0,9.0,3.0,7.0,7.0,86.0,10.0,14.0,6.0,0.0,0.0,0.0,6.0,1.0,12.0,5.0,4.0,17.0,89.0,14.0,20.0,19.0,1.0,0.0,0.0
ESPANYOL,GRANADA,0-3,0-1,5.4,5.2,7.6,67,33,6.0,3.0,15.0,6.0,8.0,22.0,85.0,19.0,10.0,6.0,2.0,0.0,0.0,3.0,6.0,14.0,5.0,6.0,12.0,67.0,23.0,36.0,13.0,3.0,0.0,0.0
ATLETICO MADRID,EIBAR,3-2,1-2,6.8,6.7,5.3,57,43,3.0,3.0,7.0,1.0,1.0,31.0,78.0,24.0,12.0,9.0,0.0,0.0,0.0,4.0,2.0,6.0,0.0,1.0,24.0,67.0,21.0,15.0,15.0,3.0,0.0,0.0
VILLARREAL,REAL MADRID,2-2,1-1,8.5,6.4,6.0,44,56,3.0,5.0,10.0,2.0,1.0,24.0,81.0,12.0,23.0,8.0,1.0,0.0,0.0,10.0,5.0,17.0,2.0,8.0,20.0,89.0,18.0,8.0,14.0,3.0,1.0,0.0
MALLORCA,ATHLETIC,0-0,0-0,3.2,5.0,6.0,47,53,7.0,1.0,10.0,2.0,4.0,30.0,75.0,16.0,16.0,15.0,4.0,0.0,0.0,5.0,5.0,11.0,1.0,6.0,11.0,77.0,28.0,23.0,18.0,3.0,0.0,0.0
REAL MADRID,LEVANTE,3-2,3-0,9.2,7.5,4.9,65,35,8.0,11.0,25.0,6.0,9.0,20.0,91.0,10.0,15.0,13.0,2.0,0.0,0.0,5.0,3.0,8.0,0.0,6.0,12.0,79.0,8.0,25.0,10.0,2.0,0.0,0.0
LEGANÉS,VILLARREAL,0-3,0-2,5.4,4.9,7.5,48,52,2.0,4.0,10.0,4.0,8.0,24.0,81.0,22.0,26.0,14.0,2.0,0.0,0.0,3.0,4.0,8.0,1.0,6.0,25.0,81.0,14.0,25.0,11.0,0.0,0.0,0.0
REAL SOCIEDAD,ATLETICO MADRID,2-0,0-0,4.4,7.1,5.4,54,46,6.0,5.0,14.0,3.0,5.0,18.0,81.0,26.0,18.0,13.0,1.0,0.0,0.0,8.0,2.0,12.0,2.0,5.0,20.0,78.0,28.0,10.0,10.0,3.0,0.0,0.0
BARCELONA,VALENCIA,5-2,2-1,9.0,8.3,4.6,65,35,4.0,10.0,17.0,3.0,2.0,13.0,92.0,5.0,12.0,11.0,1.0,0.0,0.0,4.0,3.0,9.0,2.0,5.0,13.0,85.0,3.0,14.0,11.0,4.0,0.0,0.0
EIBAR,ESPANYOL,1-2,0-0,4.8,5.5,6.1,58,42,7.0,1.0,11.0,3.0,7.0,21.0,68.0,29.0,12.0,14.0,2.0,0.0,0.0,5.0,2.0,7.0,0.0,2.0,24.0,56.0,27.0,29.0,16.0,3.0,1.0,0.0
ALAVÉS,SEVILLA FC,0-1,0-1,3.7,5.6,6.7,38,62,6.0,0.0,7.0,1.0,2.0,22.0,71.0,22.0,25.0,13.0,5.0,0.0,0.0,2.0,7.0,19.0,10.0,6.0,26.0,85.0,15.0,26.0,7.0,5.0,0.0,0.0
CELTA,GRANADA,0-2,0-1,4.1,4.7,6.9,38,62,4.0,0.0,4.0,0.0,3.0,12.0,80.0,10.0,17.0,11.0,4.0,0.0,2.0,7.0,3.0,13.0,3.0,5.0,12.0,89.0,12.0,9.0,13.0,2.0,0.0,0.0
VALLADOLID,OSASUNA,1-1,0-0,5.1,6.2,6.5,49,51,4.0,1.0,11.0,6.0,10.0,25.0,75.0,14.0,14.0,9.0,0.0,0.0,0.0,11.0,5.0,17.0,1.0,6.0,19.0,78.0,24.0,18.0,10.0,1.0,0.0,0.0
REAL BETIS,GETAFE,1-1,0-1,4.7,5.2,6.0,61,39,2.0,2.0,7.0,3.0,5.0,18.0,81.0,20.0,21.0,11.0,3.0,0.0,2.0,3.0,4.0,12.0,5.0,6.0,14.0,65.0,13.0,25.0,28.0,6.0,0.0,0.0
OSASUNA,REAL BETIS,0-0,0-0,3.1,6.8,5.9,48,52,5.0,6.0,12.0,1.0,9.0,29.0,79.0,11.0,11.0,15.0,1.0,0.0,0.0,3.0,2.0,7.0,2.0,4.0,18.0,77.0,14.0,24.0,9.0,2.0,0.0,0.0
VILLARREAL,VALLADOLID,2-0,0-0,5.4,6.9,5.5,60,40,5.0,6.0,18.0,7.0,4.0,23.0,88.0,14.0,20.0,12.0,2.0,0.0,0.0,1.0,3.0,7.0,3.0,8.0,19.0,74.0,7.0,19.0,8.0,1.0,0.0,0.0
LEVANTE,EIBAR,0-0,0-0,3.2,6.1,6.2,58,42,5.0,4.0,13.0,4.0,6.0,27.0,76.0,18.0,15.0,9.0,0.0,0.0,0.0,12.0,4.0,18.0,2.0,7.0,23.0,70.0,23.0,14.0,11.0,2.0,0.0,0.0
ATLETICO MADRID,CELTA,0-0,0-0,3.3,6.7,5.9,49,51,10.0,5.0,20.0,5.0,13.0,22.0,85.0,24.0,17.0,14.0,3.0,0.0,0.0,1.0,3.0,6.0,2.0,3.0,18.0,83.0,28.0,23.0,12.0,5.0,0.0,0.0
GRANADA,BARCELONA,2-0,1-0,3.9,7.4,5.2,26,74,5.0,4.0,9.0,0.0,4.0,15.0,65.0,12.0,15.0,22.0,3.0,0.0,0.0,1.0,1.0,8.0,6.0,5.0,27.0,88.0,9.0,6.0,12.0,2.0,0.0,0.0
GETAFE,MALLORCA,4-2,2-0,7.6,6.5,4.5,49,51,5.0,5.0,14.0,4.0,7.0,22.0,60.0,28.0,9.0,15.0,4.0,0.0,0.0,2.0,3.0,7.0,2.0,2.0,29.0,64.0,23.0,16.0,17.0,5.0,0.0,0.0
ESPANYOL,REAL SOCIEDAD,1-3,0-2,5.8,5.3,7.3,56,44,9.0,3.0,17.0,5.0,5.0,22.0,83.0,20.0,17.0,7.0,1.0,0.0,0.0,3.0,5.0,10.0,2.0,7.0,19.0,76.0,27.0,24.0,12.0,0.0,0.0,0.0
VALENCIA,LEGANÉS,1-1,1-1,4.8,6.5,6.2,62,38,5.0,4.0,13.0,4.0,6.0,15.0,87.0,23.0,11.0,14.0,3.0,0.0,0.0,4.0,4.0,13.0,5.0,6.0,16.0,78.0,19.0,13.0,23.0,4.0,0.0,0.0
ATHLETIC,ALAVÉS,2-0,1-0,4.0,7.0,5.0,57,43,7.0,4.0,12.0,1.0,3.0,21.0,80.0,23.0,11.0,11.0,1.0,0.0,0.0,4.0,1.0,5.0,0.0,2.0,23.0,74.0,18.0,18.0,19.0,4.0,0.0,0.0
SEVILLA FC,REAL MADRID,0-1,0-0,3.2,5.8,6.5,55,45,8.0,0.0,9.0,1.0,9.0,19.0,85.0,17.0,13.0,16.0,3.0,0.0,0.0,3.0,4.0,7.0,0.0,6.0,22.0,81.0,20.0,27.0,15.0,2.0,0.0,0.0
VALLADOLID,GRANADA,1-1,1-1,4.2,6.0,6.1,47,53,3.0,5.0,9.0,1.0,6.0,33.0,71.0,16.0,16.0,21.0,3.0,0.0,0.0,0.0,4.0,6.0,2.0,3.0,24.0,77.0,21.0,24.0,18.0,2.0,0.0,0.0
REAL BETIS,LEVANTE,3-1,1-1,6.4,6.8,5.2,57,43,9.0,5.0,17.0,3.0,5.0,18.0,88.0,7.0,12.0,11.0,2.0,0.0,0.0,9.0,3.0,17.0,5.0,2.0,18.0,83.0,12.0,15.0,11.0,2.0,0.0,0.0
BARCELONA,VILLARREAL,2-1,2-1,5.5,6.8,5.7,57,43,3.0,4.0,8.0,1.0,6.0,25.0,88.0,8.0,12.0,4.0,4.0,0.0,0.0,3.0,3.0,11.0,5.0,5.0,20.0,84.0,7.0,24.0,13.0,2.0,0.0,0.0
MALLORCA,ATLETICO MADRID,0-2,0-1,4.9,5.7,6.7,48,52,3.0,3.0,9.0,3.0,8.0,19.0,81.0,15.0,19.0,8.0,3.0,0.0,0.0,7.0,3.0,13.0,3.0,5.0,20.0,84.0,19.0,24.0,15.0,4.0,1.0,0.0
LEGANÉS,ATHLETIC,1-1,0-0,3.8,6.0,6.2,39,61,1.0,3.0,7.0,3.0,4.0,26.0,66.0,22.0,23.0,11.0,0.0,0.0,0.0,4.0,2.0,9.0,3.0,5.0,26.0,80.0,33.0,22.0,12.0,1.0,0.0,0.0
VALENCIA,GETAFE,3-3,3-1,8.0,6.3,6.1,62,38,2.0,4.0,8.0,2.0,4.0,21.0,80.0,18.0,16.0,14.0,1.0,0.0,0.0,10.0,5.0,18.0,3.0,5.0,21.0,67.0,18.0,13.0,26.0,4.0,0.0,0.0
REAL MADRID,OSASUNA,2-0,1-0,3.9,7.0,6.0,55,45,8.0,4.0,15.0,3.0,7.0,30.0,84.0,17.0,22.0,13.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,5.0,26.0,79.0,8.0,22.0,13.0,2.0,0.0,0.0
EIBAR,SEVILLA FC,3-2,0-2,7.5,6.1,5.2,47,53,5.0,4.0,11.0,2.0,3.0,32.0,75.0,17.0,9.0,11.0,3.0,0.0,0.0,3.0,4.0,7.0,0.0,1.0,27.0,76.0,20.0,21.0,19.0,4.0,0.0,0.0
CELTA,ESPANYOL,1-1,0-0,5.0,6.4,6.2,63,37,7.0,3.0,14.0,4.0,6.0,23.0,89.0,16.0,9.0,5.0,2.0,0.0,0.0,3.0,4.0,10.0,3.0,4.0,12.0,78.0,11.0,31.0,17.0,5.0,0.0,0.0
REAL SOCIEDAD,ALAVÉS,3-0,3-0,5.5,7.3,4.3,59,41,6.0,7.0,21.0,8.0,5.0,24.0,84.0,14.0,7.0,7.0,1.0,0.0,0.0,3.0,0.0,5.0,2.0,3.0,16.0,79.0,21.0,13.0,20.0,3.0,1.0,0.0
VILLARREAL,REAL BETIS,5-1,1-0,7.8,8.0,4.7,43,57,4.0,10.0,17.0,3.0,3.0,18.0,84.0,13.0,19.0,13.0,2.0,0.0,0.0,4.0,6.0,11.0,1.0,7.0,22.0,86.0,9.0,12.0,8.0,2.0,0.0,0.0
ATHLETIC,VALENCIA,0-1,0-1,4.2,5.3,6.6,51,49,9.0,3.0,14.0,2.0,7.0,22.0,84.0,22.0,14.0,14.0,2.0,0.0,0.0,3.0,6.0,10.0,1.0,7.0,17.0,84.0,11.0,25.0,12.0,5.0,0.0,0.0
GETAFE,BARCELONA,0-2,0-1,4.1,4.6,6.8,39,61,5.0,1.0,8.0,2.0,4.0,19.0,67.0,11.0,9.0,23.0,4.0,0.0,0.0,4.0,6.0,10.0,0.0,1.0,19.0,80.0,14.0,16.0,17.0,3.0,1.0,0.0
GRANADA,LEGANÉS,1-0,1-0,4.0,6.0,5.7,51,49,5.0,4.0,11.0,2.0,8.0,28.0,70.0,25.0,26.0,19.0,3.0,0.0,0.0,6.0,6.0,15.0,3.0,3.0,24.0,73.0,25.0,29.0,12.0,4.0,0.0,0.0
ATLETICO MADRID,REAL MADRID,0-0,0-0,2.4,6.4,6.8,44,56,6.0,1.0,7.0,0.0,5.0,15.0,85.0,14.0,22.0,14.0,1.0,0.0,0.0,8.0,3.0,14.0,3.0,7.0,13.0,87.0,17.0,15.0,14.0,2.0,0.0,0.0
ESPANYOL,VALLADOLID,0-2,0-1,5.0,4.5,7.1,59,41,8.0,2.0,16.0,6.0,4.0,21.0,83.0,14.0,6.0,16.0,2.0,0.0,1.0,2.0,6.0,9.0,1.0,3.0,19.0,77.0,15.0,28.0,13.0,0.0,0.0,0.0
EIBAR,CELTA,2-0,0-0,4.0,6.6,5.2,39,61,3.0,3.0,7.0,1.0,6.0,20.0,70.0,21.0,15.0,17.0,3.0,0.0,0.0,1.0,2.0,3.0,0.0,5.0,20.0,80.0,20.0,19.0,15.0,1.0,0.0,0.0
ALAVÉS,MALLORCA,2-0,0-0,4.5,7.2,4.8,54,46,3.0,6.0,11.0,2.0,4.0,33.0,75.0,27.0,20.0,16.0,2.0,0.0,0.0,2.0,1.0,5.0,2.0,1.0,30.0,68.0,23.0,19.0,14.0,3.0,0.0,0.0
LEVANTE,OSASUNA,1-1,1-0,5.0,5.5,6.4,47,53,3.0,5.0,10.0,2.0,7.0,19.0,70.0,25.0,29.0,12.0,5.0,1.0,0.0,12.0,3.0,18.0,3.0,11.0,12.0,73.0,15.0,24.0,12.0,0.0,0.0,0.0
SEVILLA FC,REAL SOCIEDAD,3-2,1-1,8.5,7.0,5.4,52,48,12.0,8.0,21.0,1.0,7.0,24.0,83.0,19.0,11.0,9.0,1.0,0.0,0.0,3.0,2.0,5.0,0.0,0.0,14.0,78.0,22.0,31.0,8.0,1.0,0.0,0.0
REAL BETIS,EIBAR,1-1,0-1,4.3,5.8,6.1,58,42,4.0,3.0,12.0,5.0,4.0,33.0,78.0,22.0,25.0,7.0,3.0,0.0,0.0,4.0,2.0,8.0,2.0,9.0,19.0,68.0,25.0,17.0,20.0,5.0,1.0,0.0
LEGANÉS,LEVANTE,1-2,0-1,7.0,5.8,5.2,59,41,12.0,10.0,25.0,3.0,9.0,19.0,82.0,13.0,9.0,10.0,3.0,0.0,0.0,3.0,2.0,9.0,4.0,4.0,15.0,71.0,17.0,30.0,7.0,5.0,0.0,0.0
REAL MADRID,GRANADA,4-2,2-0,8.7,7.1,4.9,62,38,2.0,10.0,17.0,5.0,6.0,16.0,86.0,11.0,9.0,12.0,4.0,0.0,0.0,3.0,5.0,8.0,1.0,2.0,23.0,79.0,14.0,13.0,18.0,5.0,0.0,0.0
VALENCIA,ALAVÉS,2-1,1-0,5.9,6.5,5.4,56,44,7.0,3.0,11.0,1.0,4.0,17.0,80.0,19.0,16.0,7.0,1.0,0.0,0.0,5.0,4.0,10.0,1.0,7.0,18.0,75.0,23.0,12.0,16.0,3.0,0.0,0.0
OSASUNA,VILLARREAL,2-1,0-1,6.0,6.2,5.7,52,48,7.0,4.0,16.0,5.0,8.0,31.0,79.0,19.0,14.0,9.0,2.0,0.0,0.0,9.0,5.0,16.0,2.0,9.0,19.0,77.0,14.0,32.0,15.0,2.0,0.0,0.0
MALLORCA,ESPANYOL,2-0,1-0,4.0,6.9,5.9,38,62,3.0,3.0,9.0,3.0,2.0,22.0,80.0,9.0,15.0,11.0,1.0,0.0,0.0,4.0,3.0,11.0,4.0,4.0,20.0,88.0,7.0,14.0,11.0,3.0,0.0,0.0
CELTA,ATHLETIC,1-0,0-0,3.0,6.7,5.6,62,38,7.0,2.0,13.0,4.0,6.0,26.0,81.0,21.0,23.0,8.0,0.0,0.0,0.0,3.0,2.0,6.0,1.0,4.0,25.0,71.0,22.0,19.0,20.0,5.0,0.0,0.0
VALLADOLID,ATLETICO MADRID,0-0,0-0,2.2,5.4,6.0,46,54,3.0,1.0,5.0,1.0,3.0,18.0,79.0,15.0,22.0,15.0,6.0,0.0,0.0,7.0,1.0,9.0,1.0,4.0,19.0,81.0,16.0,12.0,14.0,4.0,0.0,0.0
REAL SOCIEDAD,GETAFE,1-2,1-0,5.7,5.0,6.1,51,49,2.0,3.0,6.0,1.0,3.0,22.0,62.0,30.0,23.0,20.0,1.0,1.0,0.0,7.0,4.0,13.0,2.0,8.0,32.0,57.0,25.0,9.0,15.0,4.0,0.0,0.0
BARCELONA,SEVILLA FC,4-0,3-0,7.1,7.2,4.7,56,44,5.0,8.0,15.0,2.0,7.0,8.0,89.0,11.0,27.0,10.0,5.0,0.0,2.0,8.0,4.0,16.0,4.0,10.0,10.0,84.0,12.0,11.0,12.0,3.0,0.0,0.0
GRANADA,OSASUNA,1-0,1-0,3.5,6.2,5.5,44,56,2.0,2.0,6.0,2.0,2.0,28.0,70.0,20.0,11.0,12.0,2.0,0.0,0.0,2.0,4.0,9.0,3.0,7.0,29.0,74.0,24.0,22.0,17.0,7.0,1.0,0.0
EIBAR,BARCELONA,0-3,0-1,4.2,4.9,7.8,44,56,4.0,0.0,5.0,1.0,2.0,18.0,82.0,12.0,14.0,16.0,5.0,0.0,0.0,3.0,4.0,9.0,2.0,2.0,20.0,84.0,14.0,23.0,14.0,0.0,0.0,0.0
ATLETICO MADRID,VALENCIA,1-1,1-0,5.3,6.2,6.3,44,56,9.0,4.0,15.0,2.0,2.0,12.0,79.0,17.0,16.0,18.0,2.0,0.0,0.0,5.0,3.0,11.0,3.0,4.0,20.0,86.0,16.0,14.0,12.0,1.0,0.0,1.0
GETAFE,LEGANÉS,2-0,0-0,4.1,6.4,5.4,45,55,2.0,2.0,5.0,1.0,2.0,27.0,63.0,36.0,32.0,17.0,1.0,0.0,0.0,3.0,3.0,7.0,1.0,3.0,24.0,69.0,28.0,12.0,19.0,4.0,0.0,0.0
MALLORCA,REAL MADRID,1-0,1-0,3.6,7.0,6.4,37,63,1.0,1.0,5.0,3.0,4.0,8.0,76.0,12.0,16.0,20.0,2.0,0.0,0.0,9.0,4.0,13.0,0.0,4.0,22.0,88.0,17.0,11.0,14.0,1.0,1.0,0.0
ALAVÉS,CELTA,2-0,0-0,4.7,7.1,5.8,38,62,6.0,5.0,12.0,1.0,4.0,20.0,71.0,23.0,16.0,20.0,5.0,0.0,0.0,7.0,2.0,14.0,5.0,6.0,24.0,86.0,13.0,14.0,5.0,1.0,0.0,0.0
REAL SOCIEDAD,REAL BETIS,3-1,2-1,6.8,6.8,5.2,50,50,5.0,6.0,18.0,7.0,11.0,20.0,81.0,9.0,11.0,23.0,4.0,0.0,0.0,5.0,5.0,12.0,2.0,2.0,12.0,83.0,21.0,24.0,12.0,2.0,0.0,0.0
ESPANYOL,VILLARREAL,0-1,0-1,3.8,5.4,6.7,50,50,7.0,3.0,18.0,8.0,7.0,33.0,70.0,30.0,17.0,11.0,2.0,0.0,0.0,3.0,5.0,11.0,3.0,3.0,29.0,71.0,24.0,25.0,14.0,1.0,0.0,0.0
ATHLETIC,VALLADOLID,1-1,1-0,5.0,6.1,5.9,52,48,6.0,7.0,19.0,6.0,3.0,22.0,80.0,18.0,21.0,12.0,2.0,0.0,0.0,3.0,3.0,9.0,3.0,4.0,25.0,75.0,14.0,19.0,9.0,3.0,0.0,0.0
SEVILLA FC,LEVANTE,1-0,0-0,4.4,6.6,5.9,61,39,8.0,5.0,19.0,6.0,9.0,16.0,82.0,19.0,14.0,10.0,2.0,0.0,0.0,5.0,5.0,12.0,2.0,1.0,28.0,70.0,16.0,31.0,11.0,2.0,0.0,0.0
VILLARREAL,ALAVÉS,4-1,1-0,7.1,7.3,4.7,63,37,5.0,8.0,19.0,6.0,5.0,28.0,83.0,12.0,20.0,12.0,2.0,0.0,0.0,7.0,3.0,12.0,2.0,4.0,22.0,70.0,22.0,19.0,13.0,2.0,0.0,0.0
LEGANÉS,MALLORCA,1-0,1-0,3.4,6.8,5.8,43,57,5.0,3.0,9.0,1.0,4.0,20.0,81.0,19.0,23.0,19.0,4.0,0.0,0.0,5.0,1.0,9.0,3.0,5.0,21.0,85.0,16.0,16.0,13.0,1.0,0.0,0.0
